Term,Score,Polarity,isAcquired,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
aggression,1,NEG,N
aggressive,1,NEG,N
aggressiveness,1,NEG,N
aggressor,1,NEG,N
aggrieve,1,NEG,N
aggrieved,1,NEG,N
aggrivation,1,NEG,N
aghast,1,NEG,N
agile,1,POS,N
agilely,1,POS,N
agility,1,POS,N
agonies,1,NEG,N
agonize,1,NEG,N
agonizing,1,NEG,N
agonizingly,1,NEG,N
agony,1,NEG,N
agreeable,1,POS,N
agreeableness,1,POS,N
agreeably,1,POS,N
aground,1,NEG,N
ail,1,NEG,N
ailing,1,NEG,N
ailment,1,NEG,N
aimless,1,NEG,N
alarm,1,NEG,N
alarmed,1,NEG,N
alarming,1,NEG,N
alarmingly,1,NEG,N
alienate,1,NEG,N
alienated,1,NEG,N
alienation,1,NEG,N
all-around,1,POS,N
allegation,1,NEG,N
allegations,1,NEG,N
allege,1,NEG,N
allergic,1,NEG,N
allergies,1,NEG,N
allergy,1,NEG,N
alluring,1,POS,N
alluringly,1,POS,N
aloof,1,NEG,N
altercation,1,NEG,N
altruistic,1,POS,N
altruistically,1,POS,N
amaze,1,POS,N
amazed,1,POS,N
amazement,1,POS,N
amazes,1,POS,N
amazing,1,POS,N
amazingly,1,POS,N
ambiguity,1,NEG,N
ambiguous,1,NEG,N
ambitious,1,POS,N
ambitiously,1,POS,N
ambivalence,1,NEG,N
ambivalent,1,NEG,N
ambush,1,NEG,N
ameliorate,1,POS,N
amenable,1,POS,N
amenity,1,POS,N
amiability,1,POS,N
amiabily,1,POS,N
amiable,1,POS,N
amicability,1,POS,N
amicable,1,POS,N
amicably,1,POS,N
amiss,1,NEG,N
amity,1,POS,N
ample,1,POS,N
amply,1,POS,N
amputate,1,NEG,N
amuse,1,POS,N
amusing,1,POS,N
amusingly,1,POS,N
anarchism,1,NEG,N
anarchist,1,NEG,N
anarchistic,1,NEG,N
anarchy,1,NEG,N
anemic,1,NEG,N
angel,1,POS,N
angelic,1,POS,N
anger,1,NEG,N
angrily,1,NEG,N
angriness,1,NEG,N
angry,1,NEG,N
anguish,1,NEG,N
animosity,1,NEG,N
annihilate,1,NEG,N
annihilation,1,NEG,N
annoy,1,NEG,N
annoyance,1,NEG,N
annoyances,1,NEG,N
annoyed,1,NEG,N
annoying,1,NEG,N
annoyingly,1,NEG,N
annoys,1,NEG,N
anomalous,1,NEG,N
anomaly,1,NEG,N
antagonism,1,NEG,N
antagonist,1,NEG,N
antagonistic,1,NEG,N
antagonize,1,NEG,N
anti-,1,NEG,N
anti-american,1,NEG,N
anti-israeli,1,NEG,N
anti-occupation,1,NEG,N
anti-proliferation,1,NEG,N
anti-semites,1,NEG,N
anti-social,1,NEG,N
anti-us,1,NEG,N
anti-white,1,NEG,N
antipathy,1,NEG,N
antiquated,1,NEG,N
antithetical,1,NEG,N
anxieties,1,NEG,N
anxiety,1,NEG,N
anxious,1,NEG,N
anxiously,1,NEG,N
anxiousness,1,NEG,N
apathetic,1,NEG,N
apathetically,1,NEG,N
apathy,1,NEG,N
apocalypse,1,NEG,N
apocalyptic,1,NEG,N
apologist,1,NEG,N
apologists,1,NEG,N
apotheosis,1,POS,N
appal,1,NEG,N
appall,1,NEG,N
appalled,1,NEG,N
appalling,1,NEG,N
appallingly,1,NEG,N
appeal,1,POS,N
applaud,1,POS,N
appreciable,1,POS,N
appreciate,1,POS,N
appreciated,1,POS,N
appreciates,1,POS,N
appreciation,1,POS,N
appreciative,1,POS,N
appreciatively,1,POS,N
apprehension,1,NEG,N
apprehensions,1,NEG,N
apprehensive,1,NEG,N
apprehensively,1,NEG,N
approval,1,POS,N
approve,1,POS,N
arbitrary,1,NEG,N
arcane,1,NEG,N
archaic,1,NEG,N
ardent,1,POS,N
ardently,1,POS,N
ardor,1,POS,N
arduous,1,NEG,N
arduously,1,NEG,N
argumentative,1,NEG,N
arrogance,1,NEG,N
arrogant,1,NEG,N
arrogantly,1,NEG,N
articulate,1,POS,N
ashamed,1,NEG,N
asinine,1,NEG,N
asininely,1,NEG,N
asinininity,1,NEG,N
askance,1,NEG,N
asperse,1,NEG,N
aspersion,1,NEG,N
aspersions,1,NEG,N
aspiration,1,POS,N
aspirations,1,POS,N
aspire,1,POS,N
assail,1,NEG,N
assassin,1,NEG,N
assassinate,1,NEG,N
assault,1,NEG,N
assult,1,NEG,N
assurance,1,POS,N
assurances,1,POS,N
assure,1,POS,N
assuredly,1,POS,N
assuring,1,POS,N
astonish,1,POS,N
astonished,1,POS,N
astonishing,1,POS,N
astonishingly,1,POS,N
astonishment,1,POS,N
astound,1,POS,N
astounded,1,POS,N
astounding,1,POS,N
astoundingly,1,POS,N
astray,1,NEG,N
astutely,1,POS,N
asunder,1,NEG,N
atrocious,1,NEG,N
atrocities,1,NEG,N
atrocity,1,NEG,N
atrophy,1,NEG,N
attack,1,NEG,N
attacks,1,NEG,N
attentive,1,POS,N
attraction,1,POS,N
attractive,1,POS,N
attractively,1,POS,N
attune,1,POS,N
audacious,1,NEG,N
audaciously,1,NEG,N
audaciousness,1,NEG,N
audacity,1,NEG,N
audible,1,POS,N
audibly,1,POS,N
audiciously,1,NEG,N
auspicious,1,POS,N
austere,1,NEG,N
authentic,1,POS,N
authoritarian,1,NEG,N
authoritative,1,POS,N
autocrat,1,NEG,N
autocratic,1,NEG,N
autonomous,1,POS,N
available,1,POS,N
avalanche,1,NEG,N
avarice,1,NEG,N
avaricious,1,NEG,N
avariciously,1,NEG,N
avenge,1,NEG,N
aver,1,POS,N
averse,1,NEG,N
aversion,1,NEG,N
avid,1,POS,N
avidly,1,POS,N
award,1,POS,N
awarded,1,POS,N
awards,1,POS,N
awe,1,POS,N
awed,1,POS,N
aweful,1,NEG,N
awesome,1,POS,N
awesomely,1,POS,N
awesomeness,1,POS,N
awestruck,1,POS,N
awful,1,NEG,N
awfully,1,NEG,N
awfulness,1,NEG,N
awkward,1,NEG,N
awkwardness,1,NEG,N
awsome,1,POS,N
ax,1,NEG,N
babble,1,NEG,N
back-logged,1,NEG,N
back-wood,1,NEG,N
back-woods,1,NEG,N
backache,1,NEG,N
backaches,1,NEG,N
backaching,1,NEG,N
backbite,1,NEG,N
backbiting,1,NEG,N
backbone,1,POS,N
backward,1,NEG,N
backwardness,1,NEG,N
backwood,1,NEG,N
backwoods,1,NEG,N
bad,1,NEG,N
badly,1,NEG,N
baffle,1,NEG,N
baffled,1,NEG,N
bafflement,1,NEG,N
baffling,1,NEG,N
bait,1,NEG,N
balanced,1,POS,N
balk,1,NEG,N
banal,1,NEG,N
banalize,1,NEG,N
bane,1,NEG,N
banish,1,NEG,N
banishment,1,NEG,N
bankrupt,1,NEG,N
barbarian,1,NEG,N
barbaric,1,NEG,N
barbarically,1,NEG,N
barbarity,1,NEG,N
barbarous,1,NEG,N
barbarously,1,NEG,N
bargain,1,POS,N
barren,1,NEG,N
baseless,1,NEG,N
bash,1,NEG,N
bashed,1,NEG,N
bashful,1,NEG,N
bashing,1,NEG,N
bastard,1,NEG,N
bastards,1,NEG,N
battered,1,NEG,N
battering,1,NEG,N
batty,1,NEG,N
bearish,1,NEG,N
beastly,1,NEG,N
beauteous,1,POS,N
beautiful,1,POS,N
beautifullly,1,POS,N
beautifully,1,POS,N
beautify,1,POS,N
beauty,1,POS,N
beckon,1,POS,N
beckoned,1,POS,N
beckoning,1,POS,N
beckons,1,POS,N
bedlam,1,NEG,N
bedlamite,1,NEG,N
befoul,1,NEG,N
beg,1,NEG,N
beggar,1,NEG,N
beggarly,1,NEG,N
begging,1,NEG,N
beguile,1,NEG,N
belabor,1,NEG,N
belated,1,NEG,N
beleaguer,1,NEG,N
belie,1,NEG,N
believable,1,POS,N
believeable,1,POS,N
belittle,1,NEG,N
belittled,1,NEG,N
belittling,1,NEG,N
bellicose,1,NEG,N
belligerence,1,NEG,N
belligerent,1,NEG,N
belligerently,1,NEG,N
beloved,1,POS,N
bemoan,1,NEG,N
bemoaning,1,NEG,N
bemused,1,NEG,N
benefactor,1,POS,N
beneficent,1,POS,N
beneficial,1,POS,N
beneficially,1,POS,N
beneficiary,1,POS,N
benefit,1,POS,N
benefits,1,POS,N
benevolence,1,POS,N
benevolent,1,POS,N
benifits,1,POS,N
bent,1,NEG,N
berate,1,NEG,N
bereave,1,NEG,N
bereavement,1,NEG,N
bereft,1,NEG,N
berserk,1,NEG,N
beseech,1,NEG,N
beset,1,NEG,N
besiege,1,NEG,N
besmirch,1,NEG,N
best,1,POS,N
best-known,1,POS,N
best-performing,1,POS,N
best-selling,1,POS,N
bestial,1,NEG,N
betray,1,NEG,N
betrayal,1,NEG,N
betrayals,1,NEG,N
betrayer,1,NEG,N
betraying,1,NEG,N
betrays,1,NEG,N
better,1,POS,N
better-known,1,POS,N
better-than-expected,1,POS,N
beutifully,1,POS,N
bewail,1,NEG,N
beware,1,NEG,N
bewilder,1,NEG,N
bewildered,1,NEG,N
bewildering,1,NEG,N
bewilderingly,1,NEG,N
bewilderment,1,NEG,N
bewitch,1,NEG,N
bias,1,NEG,N
biased,1,NEG,N
biases,1,NEG,N
bicker,1,NEG,N
bickering,1,NEG,N
bid-rigging,1,NEG,N
bigotries,1,NEG,N
bigotry,1,NEG,N
bitch,1,NEG,N
bitchy,1,NEG,N
biting,1,NEG,N
bitingly,1,NEG,N
bitter,1,NEG,N
bitterly,1,NEG,N
bitterness,1,NEG,N
bizarre,1,NEG,N
blab,1,NEG,N
blabber,1,NEG,N
blackmail,1,NEG,N
blah,1,NEG,N
blame,1,NEG,N
blameless,1,POS,N
blameworthy,1,NEG,N
bland,1,NEG,N
blandish,1,NEG,N
blaspheme,1,NEG,N
blasphemous,1,NEG,N
blasphemy,1,NEG,N
blasted,1,NEG,N
blatant,1,NEG,N
blatantly,1,NEG,N
blather,1,NEG,N
bleak,1,NEG,N
bleakly,1,NEG,N
bleakness,1,NEG,N
bleed,1,NEG,N
bleeding,1,NEG,N
bleeds,1,NEG,N
blemish,1,NEG,N
bless,1,POS,N
blessing,1,POS,N
blind,1,NEG,N
blinding,1,NEG,N
blindingly,1,NEG,N
blindside,1,NEG,N
bliss,1,POS,N
blissful,1,POS,N
blissfully,1,POS,N
blister,1,NEG,N
blistering,1,NEG,N
blithe,1,POS,N
bloated,1,NEG,N
blockage,1,NEG,N
blockbuster,1,POS,N
blockhead,1,NEG,N
bloodshed,1,NEG,N
bloodthirsty,1,NEG,N
bloody,1,NEG,N
bloom,1,POS,N
blossom,1,POS,N
blotchy,1,NEG,N
blow,1,NEG,N
blunder,1,NEG,N
blundering,1,NEG,N
blunders,1,NEG,N
blunt,1,NEG,N
blur,1,NEG,N
bluring,1,NEG,N
blurred,1,NEG,N
blurring,1,NEG,N
blurry,1,NEG,N
blurs,1,NEG,N
blurt,1,NEG,N
boastful,1,NEG,N
boggle,1,NEG,N
bogus,1,NEG,N
boil,1,NEG,N
boiling,1,NEG,N
boisterous,1,NEG,N
bolster,1,POS,N
bomb,1,NEG,N
bombard,1,NEG,N
bombardment,1,NEG,N
bombastic,1,NEG,N
bondage,1,NEG,N
bonkers,1,NEG,N
bonny,1,POS,N
bonus,1,POS,N
bonuses,1,POS,N
boom,1,POS,N
booming,1,POS,N
boost,1,POS,N
bore,1,NEG,N
bored,1,NEG,N
boredom,1,NEG,N
bores,1,NEG,N
boring,1,NEG,N
botch,1,NEG,N
bother,1,NEG,N
bothered,1,NEG,N
bothering,1,NEG,N
bothers,1,NEG,N
bothersome,1,NEG,N
boundless,1,POS,N
bountiful,1,POS,N
bowdlerize,1,NEG,N
boycott,1,NEG,N
braggart,1,NEG,N
bragger,1,NEG,N
brainiest,1,POS,N
brainless,1,NEG,N
brainwash,1,NEG,N
brainy,1,POS,N
brand-new,1,POS,N
brash,1,NEG,N
brashly,1,NEG,N
brashness,1,NEG,N
brat,1,NEG,N
bravado,1,NEG,N
brave,1,POS,N
bravery,1,POS,N
bravo,1,POS,N
brazen,1,NEG,N
brazenly,1,NEG,N
brazenness,1,NEG,N
breach,1,NEG,N
break,1,NEG,N
break-up,1,NEG,N
break-ups,1,NEG,N
breakdown,1,NEG,N
breaking,1,NEG,N
breaks,1,NEG,N
breakthrough,1,POS,N
breakthroughs,1,POS,N
breakup,1,NEG,N
breakups,1,NEG,N
breathlessness,1,POS,N
breathtaking,1,POS,N
breathtakingly,1,POS,N
breeze,1,POS,N
bribery,1,NEG,N
bright,1,POS,N
brighten,1,POS,N
brighter,1,POS,N
brightest,1,POS,N
brilliance,1,POS,N
brilliances,1,POS,N
brilliant,1,POS,N
brilliantly,1,POS,N
brimstone,1,NEG,N
brisk,1,POS,N
bristle,1,NEG,N
brittle,1,NEG,N
broke,1,NEG,N
broken,1,NEG,N
broken-hearted,1,NEG,N
brood,1,NEG,N
brotherly,1,POS,N
browbeat,1,NEG,N
bruise,1,NEG,N
bruised,1,NEG,N
bruises,1,NEG,N
bruising,1,NEG,N
brusque,1,NEG,N
brutal,1,NEG,N
brutalising,1,NEG,N
brutalities,1,NEG,N
brutality,1,NEG,N
brutalize,1,NEG,N
brutalizing,1,NEG,N
brutally,1,NEG,N
brute,1,NEG,N
brutish,1,NEG,N
bs,1,NEG,N
buckle,1,NEG,N
bug,1,NEG,N
bugging,1,NEG,N
buggy,1,NEG,N
bugs,1,NEG,N
bulkier,1,NEG,N
bulkiness,1,NEG,N
bulky,1,NEG,N
bulkyness,1,NEG,N
bull----,1,NEG,N
bull****,1,NEG,N
bullies,1,NEG,N
bullish,1,POS,N
bullshit,1,NEG,N
bullshyt,1,NEG,N
bully,1,NEG,N
bullying,1,NEG,N
bullyingly,1,NEG,N
bum,1,NEG,N
bump,1,NEG,N
bumped,1,NEG,N
bumping,1,NEG,N
bumpping,1,NEG,N
bumps,1,NEG,N
bumpy,1,NEG,N
bungle,1,NEG,N
bungler,1,NEG,N
bungling,1,NEG,N
bunk,1,NEG,N
buoyant,1,POS,N
burden,1,NEG,N
burdensome,1,NEG,N
burdensomely,1,NEG,N
burn,1,NEG,N
burned,1,NEG,N
burning,1,NEG,N
burns,1,NEG,N
bust,1,NEG,N
busts,1,NEG,N
busybody,1,NEG,N
butcher,1,NEG,N
butchery,1,NEG,N
buzzing,1,NEG,N
byzantine,1,NEG,N
cackle,1,NEG,N
cajole,1,POS,N
calamities,1,NEG,N
calamitous,1,NEG,N
calamitously,1,NEG,N
calamity,1,NEG,N
callous,1,NEG,N
calm,1,POS,N
calming,1,POS,N
calmness,1,POS,N
calumniate,1,NEG,N
calumniation,1,NEG,N
calumnies,1,NEG,N
calumnious,1,NEG,N
calumniously,1,NEG,N
calumny,1,NEG,N
cancer,1,NEG,N
cancerous,1,NEG,N
cannibal,1,NEG,N
cannibalize,1,NEG,N
capability,1,POS,N
capable,1,POS,N
capably,1,POS,N
capitulate,1,NEG,N
capricious,1,NEG,N
capriciously,1,NEG,N
capriciousness,1,NEG,N
capsize,1,NEG,N
captivate,1,POS,N
captivating,1,POS,N
carefree,1,POS,N
careless,1,NEG,N
carelessness,1,NEG,N
caricature,1,NEG,N
carnage,1,NEG,N
carp,1,NEG,N
cartoonish,1,NEG,N
cash-strapped,1,NEG,N
cashback,1,POS,N
cashbacks,1,POS,N
castigate,1,NEG,N
castrated,1,NEG,N
casualty,1,NEG,N
cataclysm,1,NEG,N
cataclysmal,1,NEG,N
cataclysmic,1,NEG,N
cataclysmically,1,NEG,N
catastrophe,1,NEG,N
catastrophes,1,NEG,N
catastrophic,1,NEG,N
catastrophically,1,NEG,N
catastrophies,1,NEG,N
catchy,1,POS,N
caustic,1,NEG,N
caustically,1,NEG,N
cautionary,1,NEG,N
cave,1,NEG,N
celebrate,1,POS,N
celebrated,1,POS,N
celebration,1,POS,N
celebratory,1,POS,N
censure,1,NEG,N
chafe,1,NEG,N
chaff,1,NEG,N
chagrin,1,NEG,N
challenging,1,NEG,N
champ,1,POS,N
champion,1,POS,N
chaos,1,NEG,N
chaotic,1,NEG,N
charisma,1,POS,N
charismatic,1,POS,N
charitable,1,POS,N
charm,1,POS,N
charming,1,POS,N
charmingly,1,POS,N
chaste,1,POS,N
chasten,1,NEG,N
chastise,1,NEG,N
chastisement,1,NEG,N
chatter,1,NEG,N
chatterbox,1,NEG,N
cheap,1,NEG,N
cheapen,1,NEG,N
cheaper,1,POS,N
cheapest,1,POS,N
cheaply,1,NEG,N
cheat,1,NEG,N
cheated,1,NEG,N
cheater,1,NEG,N
cheating,1,NEG,N
cheats,1,NEG,N
checkered,1,NEG,N
cheer,1,POS,N
cheerful,1,POS,N
cheerless,1,NEG,N
cheery,1,POS,N
cheesy,1,NEG,N
cherish,1,POS,N
cherished,1,POS,N
cherub,1,POS,N
chic,1,POS,N
chide,1,NEG,N
childish,1,NEG,N
chill,1,NEG,N
chilly,1,NEG,N
chintzy,1,NEG,N
chivalrous,1,POS,N
chivalry,1,POS,N
choke,1,NEG,N
choleric,1,NEG,N
choppy,1,NEG,N
chore,1,NEG,N
chronic,1,NEG,N
chunky,1,NEG,N
civility,1,POS,N
civilize,1,POS,N
clamor,1,NEG,N
clamorous,1,NEG,N
clarity,1,POS,N
clash,1,NEG,N
classic,1,POS,N
classy,1,POS,N
clean,1,POS,N
cleaner,1,POS,N
cleanest,1,POS,N
cleanliness,1,POS,N
cleanly,1,POS,N
clear,1,POS,N
clear-cut,1,POS,N
cleared,1,POS,N
clearer,1,POS,N
clearly,1,POS,N
clears,1,POS,N
clever,1,POS,N
cleverly,1,POS,N
cliche,1,NEG,N
cliched,1,NEG,N
clique,1,NEG,N
clog,1,NEG,N
clogged,1,NEG,N
clogs,1,NEG,N
cloud,1,NEG,N
clouding,1,NEG,N
cloudy,1,NEG,N
clueless,1,NEG,N
clumsy,1,NEG,N
clunky,1,NEG,N
coarse,1,NEG,N
cocky,1,NEG,N
coerce,1,NEG,N
coercion,1,NEG,N
coercive,1,NEG,N
cohere,1,POS,N
coherence,1,POS,N
coherent,1,POS,N
cohesive,1,POS,N
cold,1,NEG,N
coldly,1,NEG,N
collapse,1,NEG,N
collude,1,NEG,N
collusion,1,NEG,N
colorful,1,POS,N
combative,1,NEG,N
combust,1,NEG,N
comely,1,POS,N
comfort,1,POS,N
comfortable,1,POS,N
comfortably,1,POS,N
comforting,1,POS,N
comfy,1,POS,N
comical,1,NEG,N
commend,1,POS,N
commendable,1,POS,N
commendably,1,POS,N
commiserate,1,NEG,N
commitment,1,POS,N
commodious,1,POS,N
commonplace,1,NEG,N
commotion,1,NEG,N
commotions,1,NEG,N
compact,1,POS,N
compactly,1,POS,N
compassion,1,POS,N
compassionate,1,POS,N
compatible,1,POS,N
competitive,1,POS,N
complacent,1,NEG,N
complain,1,NEG,N
complained,1,NEG,N
complaining,1,NEG,N
complains,1,NEG,N
complaint,1,NEG,N
complaints,1,NEG,N
complement,1,POS,N
complementary,1,POS,N
complemented,1,POS,N
complements,1,POS,N
complex,1,NEG,N
compliant,1,POS,N
complicated,1,NEG,N
complication,1,NEG,N
complicit,1,NEG,N
compliment,1,POS,N
complimentary,1,POS,N
comprehensive,1,POS,N
compulsion,1,NEG,N
compulsive,1,NEG,N
concede,1,NEG,N
conceded,1,NEG,N
conceit,1,NEG,N
conceited,1,NEG,N
concen,1,NEG,N
concens,1,NEG,N
concern,1,NEG,N
concerned,1,NEG,N
concerns,1,NEG,N
concession,1,NEG,N
concessions,1,NEG,N
conciliate,1,POS,N
conciliatory,1,POS,N
concise,1,POS,N
condemn,1,NEG,N
condemnable,1,NEG,N
condemnation,1,NEG,N
condemned,1,NEG,N
condemns,1,NEG,N
condescend,1,NEG,N
condescending,1,NEG,N
condescendingly,1,NEG,N
condescension,1,NEG,N
confess,1,NEG,N
confession,1,NEG,N
confessions,1,NEG,N
confidence,1,POS,N
confident,1,POS,N
confined,1,NEG,N
conflict,1,NEG,N
conflicted,1,NEG,N
conflicting,1,NEG,N
conflicts,1,NEG,N
confound,1,NEG,N
confounded,1,NEG,N
confounding,1,NEG,N
confront,1,NEG,N
confrontation,1,NEG,N
confrontational,1,NEG,N
confuse,1,NEG,N
confused,1,NEG,N
confuses,1,NEG,N
confusing,1,NEG,N
confusion,1,NEG,N
confusions,1,NEG,N
congenial,1,POS,N
congested,1,NEG,N
congestion,1,NEG,N
congratulate,1,POS,N
congratulation,1,POS,N
congratulations,1,POS,N
congratulatory,1,POS,N
cons,1,NEG,N
conscientious,1,POS,N
conscons,1,NEG,N
conservative,1,NEG,N
considerate,1,POS,N
consistent,1,POS,N
consistently,1,POS,N
conspicuous,1,NEG,N
conspicuously,1,NEG,N
conspiracies,1,NEG,N
conspiracy,1,NEG,N
conspirator,1,NEG,N
conspiratorial,1,NEG,N
conspire,1,NEG,N
consternation,1,NEG,N
constructive,1,POS,N
consummate,1,POS,N
contagious,1,NEG,N
contaminate,1,NEG,N
contaminated,1,NEG,N
contaminates,1,NEG,N
contaminating,1,NEG,N
contamination,1,NEG,N
contempt,1,NEG,N
contemptible,1,NEG,N
contemptuous,1,NEG,N
contemptuously,1,NEG,N
contend,1,NEG,N
contention,1,NEG,N
contentious,1,NEG,N
contentment,1,POS,N
continuity,1,POS,N
contort,1,NEG,N
contortions,1,NEG,N
contradict,1,NEG,N
contradiction,1,NEG,N
contradictory,1,NEG,N
contrariness,1,NEG,N
contrasty,1,POS,N
contravene,1,NEG,N
contribution,1,POS,N
contrive,1,NEG,N
contrived,1,NEG,N
controversial,1,NEG,N
controversy,1,NEG,N
convenience,1,POS,N
convenient,1,POS,N
conveniently,1,POS,N
convience,1,POS,N
convienient,1,POS,N
convient,1,POS,N
convincing,1,POS,N
convincingly,1,POS,N
convoluted,1,NEG,N
cool,1,POS,N
coolest,1,POS,N
cooperative,1,POS,N
cooperatively,1,POS,N
cornerstone,1,POS,N
correct,1,POS,N
correctly,1,POS,N
corrode,1,NEG,N
corrosion,1,NEG,N
corrosions,1,NEG,N
corrosive,1,NEG,N
corrupt,1,NEG,N
corrupted,1,NEG,N
corrupting,1,NEG,N
corruption,1,NEG,N
corrupts,1,NEG,N
corruptted,1,NEG,N
cost-effective,1,POS,N
cost-saving,1,POS,N
costlier,1,NEG,N
costly,1,NEG,N
counter-attack,1,POS,N
counter-attacks,1,POS,N
counter-productive,1,NEG,N
counterproductive,1,NEG,N
coupists,1,NEG,N
courage,1,POS,N
courageous,1,POS,N
courageously,1,POS,N
courageousness,1,POS,N
courteous,1,POS,N
courtly,1,POS,N
covenant,1,POS,N
covetous,1,NEG,N
coward,1,NEG,N
cowardly,1,NEG,N
cozy,1,POS,N
crabby,1,NEG,N
crack,1,NEG,N
cracked,1,NEG,N
cracks,1,NEG,N
craftily,1,NEG,N
craftly,1,NEG,N
crafty,1,NEG,N
cramp,1,NEG,N
cramped,1,NEG,N
cramping,1,NEG,N
cranky,1,NEG,N
crap,1,NEG,N
crappy,1,NEG,N
craps,1,NEG,N
crash,1,NEG,N
crashed,1,NEG,N
crashes,1,NEG,N
crashing,1,NEG,N
crass,1,NEG,N
craven,1,NEG,N
cravenly,1,NEG,N
craze,1,NEG,N
crazily,1,NEG,N
craziness,1,NEG,N
crazy,1,NEG,N
creak,1,NEG,N
creaking,1,NEG,N
creaks,1,NEG,N
creative,1,POS,N
credence,1,POS,N
credible,1,POS,N
credulous,1,NEG,N
creep,1,NEG,N
creeping,1,NEG,N
creeps,1,NEG,N
creepy,1,NEG,N
crept,1,NEG,N
crime,1,NEG,N
criminal,1,NEG,N
cringe,1,NEG,N
cringed,1,NEG,N
cringes,1,NEG,N
cripple,1,NEG,N
crippled,1,NEG,N
cripples,1,NEG,N
crippling,1,NEG,N
crisis,1,NEG,N
crisp,1,POS,N
crisper,1,POS,N
critic,1,NEG,N
critical,1,NEG,N
criticism,1,NEG,N
criticisms,1,NEG,N
criticize,1,NEG,N
criticized,1,NEG,N
criticizing,1,NEG,N
critics,1,NEG,N
cronyism,1,NEG,N
crook,1,NEG,N
crooked,1,NEG,N
crooks,1,NEG,N
crowded,1,NEG,N
crowdedness,1,NEG,N
